id_parciaiscore,id_secagenscore,subprojecto,material,potencia,tensao,massat,massai,cliente,tipotransf
854,555,E1111307A ,5,25,63,13969,781,"Efacec Engenharia e Sistemas, S.A.                ",NULL
865,564,V1111249A ,5,30,138,10037,875,"Efacec Energia-Maq.Eq.Electricos,SA               ",NULL
866,564,E1111288A ,5,80,227,38753,4155,Enedis SA                                         ,NULL
867,565,E1111288A ,5,80,227,38753,4155,Enedis SA                                         ,NULL
868,565,V1111249A ,5,30,138,10037,875,"Efacec Energia-Maq.Eq.Electricos,SA               ",NULL
882,576,V1111264A ,5,60,69,12046,1269,"Efacec Energia-Maq.Eq.Electricos,SA               ",NULL
891,585,E15000862 ,5,32,60,13413,905,"EDP Distribuição Energia, S. A.                   ",NULL
893,587,V1111300A ,5,15,66,6252,621,"Efacec Energia-Maq.Eq.Electricos,SA               ",NULL
897,590,V1111301A ,5,13,45,6047,633,"Efacec Energia-Maq.Eq.Electricos,SA               ",NULL
898,591,E1111305A ,5,100,227,37076,3812,Enedis SA                                         ,NULL
899,592,V1111299A ,5,15,66,6252,621,"Efacec Energia-Maq.Eq.Electricos,SA               ",NULL
647,382,E1111071A ,5,50,225,25625,2102,Iberdrola Distribución Electrica                  ,NULL
650,385,E1111067A ,5,65,235,33576,1700,Compagnie Nationale du Rhône                      ,NULL
652,387,E1111070A ,5,80,139,16091,1195,SM AMEREN - USA                                   ,NULL
656,389,E1111062A ,5,100,227,37076,3812,Enedis SA                                         ,NULL
659,391,E1111080A ,5,25,115,8062,623,SM-DUKE ENERGY-USA                                ,NULL
661,392,E1111083A ,5,40,230,11372,904,SM-DUKE ENERGY-USA                                ,NULL
662,393,E1111085A ,5,30,136,15159,1220,"Union Fenosa Distribucion, S.A.                   ",NULL
670,398,E1110950A ,5,73,15,32879,1367,Andritz Hydro GmbH                                ,NULL
674,401,E1111096A ,5,36,89,12514,1061,Enedis SA                                         ,NULL
676,402,E1111088A ,5,36,89,12514,1061,Enedis SA                                         ,NULL
679,405,TESTE 3   ,5,65,235,1700,1700,Manutenção                                        ,NULL
688,413,E1111076A ,5,100,235,57990,4557,RTE Réseau de Transport                           ,NULL
697,421,G1110986V ,5,47,138,13099,1324,ONCOR-EUA                                         ,NULL
706,427,E1111095A ,5,70,227,31493,3211,Enedis SA                                         ,NULL
707,427,E1111092A ,5,40,115,9709,642,SM National Grid - USA                            ,NULL
713,431,E1111044A ,5,80,230,39623,2585,"EDP Gestão Produção de Energia, S A               ",NULL
861,560,E1111318A ,5,36,89,12514,1061,Enedis SA                                         ,NULL
876,571,E1111259A ,5,40,227,22205,2636,Enedis SA                                         ,NULL
877,572,V1111264A ,5,60,69,12046,1269,"Efacec Energia-Maq.Eq.Electricos,SA               ",NULL
885,579,E1111322A ,4,170,220,69484,6029,RTE Réseau de Transport                           ,NULL
896,589,E1111305A ,4,100,227,30000,500,Enedis SA                                         ,NULL
900,593,V1111299A ,5,15,66,6252,621,"Efacec Energia-Maq.Eq.Electricos,SA               ",NULL
901,594,N11100008 ,5,1,1,8458,702,efacec                                            ,NULL
902,595,E15000853 ,5,15,12,14,905,UK Power Networks                                 ,NULL
905,598,E1111211A ,5,36,243,18721,1008,Electricité de France S A                         ,NULL
906,599,E1111211A ,5,36,243,18721,1008,Electricité de France S A                         ,NULL
908,601,E1111339A ,5,60,230,28236,2078,Hidrocantábrico Distribución                      ,NULL
910,603,E1111333A ,5,120,220,60410,4659,Larsen and Toubro Construction                    ,NULL
911,604,E1111333A ,5,120,220,60410,4659,Larsen and Toubro Construction                    ,NULL
912,605,G1110702V ,5,60,69,14843,870,"MetalValor, Lda.                                  ",NULL
914,607,E1111327A ,4,170,400,67800,6156,"REN - Rede Eléctrica Nacional, S.A.               ",NULL
917,610,E1111332A ,4,120,220,60410,4659,Larsen and Toubro Construction                    ,NULL
922,615,E1111373A ,4,32,60,15716,1171,E-Redes - Distribuição de                         ,NULL
923,0,EI_TESTE_0,5,65,221,70000,1999,EI_Efacec_Testes                                  ,NULL
926,617,E1111371A ,5,32,60,15716,1171,"EDP Distribuição Energia, S. A.                   ",NULL
928,619,E15000861 ,5,5,72,5000,1000,IBERDROLA                                         ,NULL
929,620,E15000861A,5,5,72,5000,1000,IBERDROLA                                         ,NULL
930,621,ANULADO   ,5,30,132,15841,1096,Semi Sociedad Espanola de                         ,NULL
931,622,ANULADO   ,5,185,132,55208,2948,"Zero -E-Euro Assets, S.A.                         ",NULL
934,624,E1111328A ,5,126,150,41413,3789,"REN - Rede Eléctrica Nacional, S.A.               ",NULL
935,624,E15000875 ,5,15,60,7538,515,EDP COMERCIAL Comercialização                     ,NULL
936,625,E1111328A ,5,126,150,41413,3789,"REN - Rede Eléctrica Nacional, S.A.               ",NULL
942,631,E1111178A ,5,70,137,32543,2241,Viesgo Distribución Eléctrica S.L.                ,NULL
943,632,E1111179A ,5,70,137,32543,2241,Viesgo Distribución Eléctrica S.L.                ,NULL
944,633,E1111399A ,4,125,230,60233,4906,"Red Eléctrica de Espana, S.A.U.                   ",NULL
945,634,E15000881 ,4,20,63,10939,640,"Efacec Engenharia e Sistemas, S.A.                ",NULL
946,634,E1111399A ,4,125,230,60233,4906,"Red Eléctrica de Espana, S.A.U.                   ",NULL
949,637,E15000892 ,5,20,60,13413,905,SE Portinheiros                                   ,NULL
924,0,EI_T1     ,5,77,199,75000,1999,EI_Efacec                                         ,NULL
925,616,E1111373A ,5,32,60,15716,1171,E-Redes - Distribuição de                         ,NULL
932,623,E1111393A ,5,185,132,55208,2948,"Zero -E-Euro Assets, S.A.                         ",NULL
933,623,E1111363A ,5,30,132,15841,1096,Semi Sociedad Espanola de                         ,NULL
952,640,V11100243 ,4,114,230,49704,3050,"Efacec Energia-Maq.Eq.Electricos,SA               ",NULL
953,641,ANULADO   ,4,114,230,49704,3050,"Efacec Energia-Maq.Eq.Electricos,SA               ",NULL
955,643,E15000890 ,5,20,60,13.413,905,SE Portinheiros                                   ,NULL
957,645,ANULADO   ,5,20,60,11838,864,E-Redes - Distribuição de                         ,NULL
958,646,ANULADO   ,5,114,230,49704,3050,"Efacec Energia-Maq.Eq.Electricos,SA               ",NULL
959,647,V11100243 ,5,114,230,49704,3050,"Efacec Energia-Maq.Eq.Electricos,SA               ",NULL
960,648,E1111361A ,5,36,132,15619,1387,Scottish and Southern Energy plc                  ,NULL
961,649,E1111361A ,5,36,132,15619,1387,Scottish and Southern Energy plc                  ,NULL
968,655,V1111320A ,5,25,138,9979,747,"Efacec Energia-Maq.Eq.Electricos,SA               ",NULL
969,656,ANULADO   ,5,25,138,9979,747,"Efacec Energia-Maq.Eq.Electricos,SA               ",NULL
971,658,ANULADO   ,5,20,60,10149,744,SE Cachopo E-Redes                                ,NULL
977,663,E1111418A ,5,100,220,35076,2507,EDP COMERCIAL Comercialização                     ,NULL
927,618,E1111380A ,5,40,136,19081,1628,"UFD Distribución Electricidad, S.A.               ",NULL
951,639,E15000892 ,5,20,60,13413,905,SE Portinheiros                                   ,NULL
963,651,E1111405A ,5,40,60,15939,977,E-Redes - Distribuição de                         ,NULL
972,659,E15000888 ,5,20,60,10149,744,E-Redes SE Cachopo                                ,NULL
973,659,E15000887 ,5,20,60,10149,744,E-Redes SE Valpaços                               ,NULL
974,660,E1111418A ,4,100,220,35076,2507,EDP COMERCIAL Comercialização                     ,NULL
976,662,ANULADO   ,5,100,220,35076,2507,EDP COMERCIAL Comercialização                     ,NULL
978,663,E1111419A ,4,100,220,21000,1700,EDP COMERCIAL Comercialização                     ,NULL
981,665,E14000030 ,5,30,115,10468,930,PTI SA                                            ,NULL
982,666,E14000030 ,5,30,115,10468,930,PTI SA                                            ,NULL
985,669,E1111360A ,5,36,132,15619,1387,Scottish and Southern Energy plc                  ,NULL
986,669,E1111406A ,5,63,60,18747,1339,EDP COMERCIAL Comercialização                     ,NULL
988,671,E15000868 ,5,15,45,6612,543,"UFD Distribución Electricidad, S.A.               ",NULL
991,674,E1111407A ,5,63,60,18747,1339,EDP COMERCIAL Comercialização                     ,NULL
994,677,E1111408A ,5,32,400,28636,2754,"Siemens Mobility, Unipessoal, Lda                 ",NULL
995,678,E1111409A ,5,32,400,28636,2754,"Siemens Mobility, Unipessoal, Lda                 ",NULL
1028,709,E1111445A ,5,160,230,40647,5488,"Red Eléctrica de Espana, S.A.U.                   ",NULL
1032,713,ANULADO   ,5,130,225,85000,4600,Total Energy France                               ,NULL
1035,716,E15000882 ,5,16.5,70.5,16587,617,Xallas Electricidad y Aleaciones SA               ,NULL
1039,720,E1111449A ,5,20,60,17439,742,E-Redes - Distribuição de                         ,NULL
1041,722,TESTE_JV  ,5,40,115,800,5000,MIT                                               ,NULL
1042,723,E1111452A ,5,36,90,23500,800,Enedis SA                                         ,NULL
1045,725,E1111450A ,5,36,63,23500,700,Enedis SA                                         ,NULL
1046,726,E1111451A ,5,36,63,23500,700,Enedis SA                                         ,NULL
1048,728,E15400090 ,5,5,34.5,7400,500,EDEMET                                            ,NULL
1057,737,ANULADO   ,5,99,399,29999,9999,EI                                                ,NULL
1065,743,E1111487A ,5,80,225,72000,4200,Enedis SA                                         ,NULL
1086,763,E1111463A ,5,30,63,22603,975,"Efacec Engenharia e Sistemas, S.A.                ",NULL
1091,768,E1111488A ,5,36,63,34423,1460,Enedis SA                                         ,NULL
1094,771,E1111457A ,5,112,138,56468,1945,"Efacec USA, Inc.                                  ",NULL
1037,718,E1111444A ,5,32,60,26201,1084,E-Redes - Distribuição de                         ,NULL
1060,739,E1111472A ,5,36,63,30000,1000,Enedis                                            ,NULL
1067,745,E11000001 ,5,10,30,12000,1000,Galp - HVO Sines                                  ,NULL
1082,760,E1111458A ,5,112,115,52991,1838,"Efacec USA, Inc.                                  ",NULL
1050,730,E1111483A ,5,10,31,10300,800,Enedis                                            ,NULL
1053,733,E1111453A ,5,36,63,34423,1460,Enedis SA                                         ,NULL
1062,740,V1111334A ,5,23,22,15000,900,Avsngrid                                          ,NULL
743,457,E1111169A ,5,20,63,12222,956,Enedis SA                                         ,NULL
746,460,E1111159A ,5,30,66,17971,800,"Gas Natural Fenosa Renovables, SLU                ",NULL
747,461,E1111159A ,5,30,66,17971,800,"Gas Natural Fenosa Renovables, SLU                ",NULL
748,462,E1111159A ,5,30,66,17971,800,"Gas Natural Fenosa Renovables, SLU                ",NULL
752,466,E1111121A ,5,20,30,10984,633,"Efacec Engenharia e Sistemas, S.A.                ",NULL
753,467,E1111120A ,5,20,30,10984,633,"Efacec Engenharia e Sistemas, S.A.                ",NULL
754,467,E1111137A ,5,20,46,6228,602,Green Mountain Power  - USA                       ,NULL
755,468,V1111170A ,5,40,230,12316,877,"Efacec Energia-Maq.Eq.Electricos,SA               ",NULL
758,470,V1111170A ,5,40,230,12316,877,"Efacec Energia-Maq.Eq.Electricos,SA               ",NULL
759,470,V1111165A ,5,25,116,7316,961,"Efacec Energia-Maq.Eq.Electricos,SA               ",NULL
761,472,E1111132A ,5,100,227,37076,3812,Enedis SA                                         ,NULL
764,475,E1111233A ,5,17,71,9797,505,Ferroatlántica S.A.                               ,NULL
760,471,E1111188A ,5,30,230,21931,1812,"EDP Renovables, S.L.U.                            ",NULL
770,481,E1111208A ,5,47,230,26841,1916,"Gas Natural Fenosa Renovables, SLU                ",NULL
771,481,E1111204A ,5,110,345,40907,3421,Avangrid Renewables Llc                           ,NULL
773,483,V1111170A ,5,40,230,12316,877,"Efacec Energia-Maq.Eq.Electricos,SA               ",NULL
779,488,E1111124A ,5,80,227,38753,4155,Enedis SA                                         ,NULL
785,494,E1111190A ,5,100,227,36617,3971,Enedis SA                                         ,NULL
786,494,E1111244A ,5,40,132,19267,1817,Iberdrola Distribución Electrica                  ,NULL
787,495,E1111190A ,5,100,227,36617,3971,Enedis SA                                         ,NULL
790,496,E1111244A ,5,40,132,19267,1817,Iberdrola Distribución Electrica                  ,NULL
792,499,E1111153A ,4,280,400,100654,6501,"Gas Natural Fenosa Renovables, SLU                ",NULL
793,500,V1111170A ,5,40,230,12316,877,"Efacec Energia-Maq.Eq.Electricos,SA               ",NULL
794,501,E1111153A ,5,280,400,100654,6501,"Gas Natural Fenosa Renovables, SLU                ",NULL
795,502,E1111256A ,5,32,60,14586,1619,"EDP Distribuição Energia, S. A.                   ",NULL
797,504,E1111253A ,5,50,150,22049,1608,Energi Innovation Aps - Portugal                  ,NULL
798,505,E1111197A ,5,125,161,26226,2428,MidAmerican Energy Company                        ,NULL
799,506,E1111201A ,5,80,215,43813,3278,Seit (Suministros Electricos                      ,NULL
802,509,E1111227A ,5,50,132,20131,1194,"X-Elio Energy, S.L.                               ",NULL
778,487,E1111213A ,4,110,345,21000,10000,Avangrid Renewables Llc                           ,NULL
780,489,Q1111092Z ,5,40,115,9674,633,SM National Grid  - USA                           ,NULL
804,511,V1111199A ,5,20,138,6649,644,"Efacec Energia-Maq.Eq.Electricos,SA               ",NULL
806,513,E1111227A ,5,50,132,20131,1194,"X-Elio Energy, S.L.                               ",NULL
809,516,E1111267A ,4,220,400,72065,5578,"Proyecto Nuñez de Balboa, S.L.                    ",NULL
810,517,E1111227A ,5,50,132,20131,1194,"X-Elio Energy, S.L.                               ",NULL
811,518,E1111232A ,5,50,220,26419,1756,"X-Elio Energy, S.L.                               ",NULL
814,521,V1111235A ,5,25,120,9723,581,"Efacec Energia-Maq.Eq.Electricos,SA               ",NULL
815,522,E1111168A ,5,100,227,75000,3812,Enedis SA                                         ,NULL
816,522,E1111167A ,5,80,121,28146,1434,"Efacec Engenharia e Sistemas, S.A.                ",NULL
818,524,E1111255A ,5,32,60,14586,1619,"EDP Distribuição Energia, S. A.                   ",NULL
819,524,E1111212A ,5,40,66,18073,942,GrafTech Ibérica S.L.                             ,NULL
820,525,E1111133A ,5,50,155,23860,1800,Électricité de France                             ,NULL
821,526,G1110702V ,5,60,69,22686,853,PSEG                                              ,NULL
822,527,E1111191A ,5,125,232,49097,3818,Iberdrola Distribución Electrica                  ,NULL
823,528,E1111191A ,5,125,232,49097,3818,Iberdrola Distribución Electrica                  ,NULL
884,578,V1111269A ,5,14,67,6660,797,"Efacec Energia-Maq.Eq.Electricos,SA               ",NULL
888,582,E15000862 ,5,32,60,13413,905,"EDP Distribuição Energia, S. A.                   ",NULL
892,586,E15000862 ,5,32,60,13413,905,"EDP Distribuição Energia, S. A.                   ",NULL
894,588,V1111300A ,5,15,66,6252,621,"Efacec Energia-Maq.Eq.Electricos,SA               ",NULL
895,588,V1111299A ,5,15,66,6252,621,"Efacec Energia-Maq.Eq.Electricos,SA               ",NULL
903,596,E1111353A ,5,70,227,31493,3211,Enedis SA                                         ,NULL
907,600,E15000854 ,5,15,11.5,11813,820,"EDP Distribuição Energia, S. A.                   ",NULL
909,602,E1111333A ,4,120,220,60410,4659,Larsen and Toubro Construction                    ,NULL
913,606,V11100238 ,5,16,60,8753,834,JJ Tomé                                           ,NULL
915,608,E1111327A ,4,170,400,67800,6156,"REN - Rede Eléctrica Nacional, S.A.               ",NULL
918,611,E15000859 ,5,15,16,8759,812,"UFD Distribución Electricidad, S.A.               ",NULL
919,612,E1111332A ,5,120,220,60410,4659,Larsen and Toubro Construction                    ,NULL
889,583,E15000862 ,5,32,60,13413,905,"EDP Distribuição Energia, S. A.                   ",NULL
890,584,E15000862.,5,32,60,13413,905,"EDP Distribuição Energia, S. A.                   ",NULL
904,597,E1111296A ,5,36,63,12891,1187,Enedis SA                                         ,NULL
916,609,E1111372A ,5,32,60,15716,1171,E-Redes - Distribuição de                         ,NULL
921,614,E1111327A ,4,170,400,67800,6156,"REN - Rede Eléctrica Nacional, S.A.               ",NULL
920,613,E1111327A ,4,170,400,67800,6156,"REN - Rede Eléctrica Nacional, S.A.               ",NULL
937,626,E1111391A ,5,200,30,56765,3487,Solar Century Holdings Limited                    ,NULL
938,627,E1111404A ,5,40,60,17443,961,EDP COMERCIAL Comercialização                     ,NULL
947,635,E15000881 ,5,20,63,10939,640,"Efacec Engenharia e Sistemas, S.A.                ",NULL
950,638,E15000892 ,5,20,60,13413,905,SE Portinheiros                                   ,NULL
956,644,E15000889 ,5,20,60,11838,864,E-Redes - Distribuição de                         ,NULL
979,664,E1111374A ,5,25,62,12745,845,SOREA - Société des Régies de l´Arc               ,NULL
980,664,E1111375A ,5,25,62,12745,845,SOREA - Société des Régies de l´Arc               ,NULL
992,675,E1111422A ,5,120,220,36249,2918,"Dos Grados Capital, SA                            ",NULL
997,680,E1111414A ,5,100,155,45122,3129,RTE Réseau de Transport                           ,NULL
999,682,E1111416A ,5,32,60,17691,1613,E-Redes - Distribuição de                         ,NULL
1000,683,E15000898 ,5,20,20,11525,603,Natourgy España                                   ,NULL
1001,684,E1111400A ,5,125,230,60233,4906,"Red Eléctrica de Espana, S.A.U.                   ",NULL
1005,688,E1111329A ,4,170,220,69484,6029,RTE Réseau de Transport                           ,NULL
1006,689,E1111415A ,5,16,69,9891,818,"Efacec Chile, S.A.                                ",NULL
1007,690,E1111428A ,4,236,132,66858,3677,"El Robledo Eólica, S.L.U.                         ",NULL
1010,693,E1111428A ,5,236,132,66858,3677,"El Robledo Eólica, S.L.U.                         ",NULL
939,628,ANULADO   ,5,40,227,22205,2636,Enedis SA                                         ,NULL
941,630,E1111271A ,5,35,66,16770,790,"EDP Gestão Produção de Energia, S A               ",NULL
987,670,V1111402A ,4,40,227,17567,1608,"Efacec Energia-Maq.Eq.Electricos,SA               ",NULL
989,672,E1111417A ,5,38,60,16173,954,"ALMINA-Minas do Alentejo, S.A.                    ",NULL
1003,686,E1111401A ,5,125,230,60233,4906,"Red Eléctrica de Espana, S.A.U.                   ",NULL
1008,691,E1111351A ,5,100,227,37076,3812,Enedis SA                                         ,NULL
1011,694,E1111426A ,5,20,60,11838,864,E-Redes - Distribuição de                         ,NULL
1013,696,E15000874 ,5,10,35,6297,469,EDEMET                                            ,NULL
1015,698,E1111430A ,5,20,60,10149,742,E-Redes - Distribuição de                         ,NULL
1017,700,ANULADO   ,5,65,410,38574,3108,TESTE 001                                         ,NULL
1018,701,E1111424A ,5,112,115,33236,1862,Occidental Permian  Ltd.                          ,NULL
1020,702,ANULADO   ,5,40,150,40000,3000,MESQ                                              ,NULL
1021,703,VIANA-01  ,5,40,115,40000,1200,Teste registo de processo                         ,NULL
1024,705,ANULADO   ,5,16,35,8917,583,EDEMET                                            ,NULL
1026,707,E1111425A ,5,47,115,16249,1262,OXY - via Efacec USA                              ,NULL
1029,710,ANULADO   ,5,160,230,40647,5488,"Red Eléctrica de Espana, S.A.U.                   ",NULL
940,629,E1111386A ,5,40,227,22205,2636,Enedis SA                                         ,NULL
983,667,E1111397A ,4,100,115,70531,3129,RTE Réseau de Transport                           ,NULL
984,668,E1111397A ,5,100,64,73000,1200,RTE Réseau de Transport                           ,NULL
1002,685,ANULADO   ,5,125,230,60233,4906,"Red Eléctrica de Espana, S.A.U.                   ",NULL
1027,708,E15000894 ,5,16,35,7342,484,Edemet                                            ,NULL
1030,711,ANULADO   ,5,160,230,40647,5488,"Red Eléctrica de Espana, S.A.U.                   ",NULL
1031,712,E1111446A ,5,160,230,40647,5488,"Red Eléctrica de Espana, S.A.U.                   ",NULL
1033,714,E1111420A ,5,130,225,85000,4600,Total Energy France                               ,NULL
1034,715,E1111369A ,5,100,227,75000,3600,Enedis SA                                         ,NULL
1036,717,E1111429A ,5,32,60,26201,1084,E-Redes - Distribuição de                         ,NULL
1038,719,E1111448A ,5,20,60,17439,742,E-Redes - Distribuição de                         ,NULL
1040,721,E1111376A ,5,40,150,29500,3895,Somincor-Sociedade Mineira Neves                  ,NULL
1043,724,ANULADO   ,5,36,90,23500,700,Enedis SA                                         ,NULL
1044,724,ANULADO   ,5,36,63,24000,700,Enedis SA                                         ,NULL
1054,734,ANULADO   ,5,30,63,32000,1400,MIT                                               ,NULL
1058,738,ANULADO   ,5,99,399,29999,9991,EI                                                ,NULL
948,636,V11100243 ,4,114,230,49704,3050,"Efacec Energia-Maq.Eq.Electricos,SA               ",NULL
967,654,E15000886 ,5,20,60,10149,744,SE Zona Industrial Lnheses                        ,NULL
1019,0,EI_TESTE  ,5,40,150,40000,1000,EI                                                ,NULL
1022,704,E15000868 ,5,15,45,6612,543,"UFD Distribución Electricidad, S.A.               ",NULL
1023,704,E1111421A ,5,30,66,5820,610,"UFD Distribución Electricidad, S.A.               ",NULL
1047,727,V1320008  ,5,160,400,80000,3800,Engy                                              ,NULL
1049,729,E1111486A ,5,36,90,23500,800,Enedis                                            ,NULL
1055,735,MIT-BRUNO ,1,99,63,100000,2000,BRUNO                                             ,NULL
1059,738,ANULADO   ,5,98,398,29993,9992,EI                                                ,NULL
1061,739,V1111334A ,5,23,22,15000,900,Avangrid                                          ,NULL
1063,741,E1111482A ,5,20,31,1700,1000,Enedis                                            ,NULL
1068,746,V1111335A ,5,23,46,15000,900,NYSEG - SM 734B                                   ,NULL
1069,747,ANULADO   ,5,36,63,29318,1231,Enedis SA (Q0047717)                              ,NULL
1070,748,E1111472A ,5,36,63,29318,1231,Enedis SA (Q0047717)                              ,NULL
1071,749,E1111476A ,5,36,90,34962,1524,Enedis SA                                         ,NULL
1072,750,E1111477A ,5,36,63,34962,1524,Enedis - leygues                                  ,NULL
954,642,V11100243 ,4,114,230,49704,3050,"Efacec Energia-Maq.Eq.Electricos,SA               ",NULL
962,650,E1111358A ,4,170,400,67800,6156,"REN - Rede Eléctrica Nacional, S.A.               ",NULL
964,652,E1111180A ,5,70,137,32543,2241,Viesgo Distribución Eléctrica S.L.                ,NULL
965,653,ANULADO   ,5,70,137,32543,2241,Viesgo Distribución Eléctrica S.L.                ,NULL
966,653,ANULADO   ,4,180,230,66091,5317,Viesgo Distribución Eléctrica S.L.                ,NULL
970,657,E1111412A ,5,20,31,9703,600,Enedis SA                                         ,NULL
993,676,E1111413A ,4,100,235,57990,4557,RTE Réseau de Transport                           ,NULL
996,679,E1111413A ,5,100,235,57990,4557,RTE Réseau de Transport                           ,NULL
1004,687,ANULADO   ,4,170,220,69484,6029,RTE Réseau de Transport                           ,NULL
1009,692,E1111428A ,4,236,132,66858,3677,"El Robledo Eólica, S.L.U.                         ",NULL
1051,731,E1111470A ,5,36,89.5,29391,1332,Enedis SA                                         ,NULL
1052,732,E1111454A ,5,36,63,29321,1231,Enedis SA                                         ,NULL
1056,736,E1111481A ,5,21,66,35000,1000,"Red Eléctrica de Espana, S.A.U.                   ",NULL
1074,752,E1111479A ,5,80,227,70567,4110,Enedis                                            ,NULL
1077,755,MIT       ,5,10,20,3000,300,MIT pre destilação                                ,NULL
1079,757,E1111461A ,5,30,63,22603,975,"Efacec Engenharia e Sistemas, S.A.                ",NULL
998,681,V1111362A ,5,50,110,14012,1756,"Efacec Energia-Maq.Eq.Electricos,SA               ",NULL
1016,699,E1111219A ,5,80,132,21937,1829,Iberdrola Distribución Electrica                  ,NULL
1064,742,E1111487A ,5,80,225,72000,4200,Enedis                                            ,NULL
1066,744,E1111475A ,5,36,90,30000,2000,Enedis                                            ,NULL
1080,758,E1111462A ,5,30,63,22603,975,"Efacec Engenharia e Sistemas, S.A.                ",NULL
1084,762,E1111488A ,5,36,63,34423,1460,Enedis SA                                         ,NULL
1087,764,E1111463A ,5,30,63,22603,975,"Efacec Engenharia e Sistemas, S.A.                ",NULL
1088,765,E1111469A ,5,36,63,29321,1231,Enedis SA                                         ,NULL
1089,766,E1111456A ,5,70,138,40264,1731,"Efacec USA, Inc.                                  ",NULL
1090,767,E1111490A ,5,36,90,34962,1524,Enedis SA                                         ,NULL
1095,772,E1111465A ,5,90,132,56128,2455,Southern Electric Power                           ,NULL
1096,773,E1111457A ,5,112,138,56468,1945,"Efacec USA, Inc.                                  ",NULL
1097,773,E1111465A ,5,90,132,56128,2455,Southern Electric Power                           ,NULL
1098,774,E1111457A ,5,112,138,56468,1945,"Efacec USA, Inc.                                  ",NULL
1012,695,E1111427A ,5,20,60,11838,864,E-Redes - Distribuição de                         ,NULL
1014,697,E15000874 ,5,10,35,6297,469,EDEMET- Isla Colon                                ,NULL
1025,706,E15000872 ,5,10,35,5589,420,Edemet S.A                                        ,NULL
1073,751,E1111472A ,5,38,63,34962,1524,Enedis                                            ,NULL
1078,756,E1111519A ,5,36,90,34962,1524,Enedis SA                                         ,NULL
1081,759,E1111461A ,5,30,63,22603,975,"Efacec Engenharia e Sistemas, S.A.                ",NULL
1083,761,MIT-BRUNO ,5,1,1,1,1,DESTILAÇÃO                                        ,NULL
1085,762,E1111463A ,5,30,63,22603,975,"Efacec Engenharia e Sistemas, S.A.                ",NULL
1093,770,E1111460A ,5,100,227,71310,3812,Enedis SA                                         ,NULL
1099,775,E1111460A ,5,100,227,71310,3812,Enedis SA                                         ,NULL
1100,776,V1111357A ,5,14,46,7690,498,"Efacec Energia-Maq.Eq.Electricos,SA               ",NULL
1075,753,V1111403  ,5,40,227,30700,1808,Enedis 2                                          ,NULL
1092,769,BRUNO     ,5,20,36,60,30,MIT - Bruno Mendes                                ,NULL

